host, subject, issuer, notBefore, notAfter, basicConstraints, sha1Fingerprint
"ibank-1827.finsb.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"ibank-1827.finsb.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"icbru.ru","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","Jun 10 00:00:00 2021 GMT","Jul 11 23:59:59 2022 GMT","CA:FALSE critical","AE:05:AA:2E:BA:D1:CB:39:EE:16:48:02:14:55:75:87:F6:06:85:BA"
"icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"www.icbru.ru","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","Jun 10 00:00:00 2021 GMT","Jul 11 23:59:59 2022 GMT","CA:FALSE critical","AE:05:AA:2E:BA:D1:CB:39:EE:16:48:02:14:55:75:87:F6:06:85:BA"
"www.icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"www.icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"online.icbru.ru","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","Jun 10 00:00:00 2021 GMT","Jul 11 23:59:59 2022 GMT","CA:FALSE critical","AE:05:AA:2E:BA:D1:CB:39:EE:16:48:02:14:55:75:87:F6:06:85:BA"
"online.icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"online.icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"online.icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"online.icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"mx.icbru.ru","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","CN=icbru.ru; O=Joint Stock Company Investment Cooperative Bank; L=Kazan; C=RU","Jun 10 00:00:00 2021 GMT","Jul 11 23:59:59 2022 GMT","CA:FALSE critical","AE:05:AA:2E:BA:D1:CB:39:EE:16:48:02:14:55:75:87:F6:06:85:BA"
"mx.icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"mx.icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"mx.icbru.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"mx.icbru.ru","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"iitrust.ru","CN=iitrust.ru","CN=iitrust.ru","Aug 12 00:00:00 2021 GMT","Sep 12 23:59:59 2022 GMT","CA:FALSE critical","9A:A8:1E:5F:10:33:0E:8C:61:94:DF:86:49:21:B1:C1:83:4F:B0:2E"
"iitrust.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"iitrust.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"iitrust.ru","CN=iitrust.ru","CN=iitrust.ru","Aug 12 00:00:00 2021 GMT","Sep 12 23:59:59 2022 GMT","CA:FALSE critical","9A:A8:1E:5F:10:33:0E:8C:61:94:DF:86:49:21:B1:C1:83:4F:B0:2E"
"iitrust.ru","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"iitrust.ru","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"iitrust.lk","CN=iitrust.ru","CN=iitrust.ru","Aug 12 00:00:00 2021 GMT","Sep 12 23:59:59 2022 GMT","CA:FALSE critical","9A:A8:1E:5F:10:33:0E:8C:61:94:DF:86:49:21:B1:C1:83:4F:B0:2E"
"iitrust.lk","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","CN=Sectigo RSA Domain Validation Secure Server CA; O=Sectigo Limited; L=Salford; ST=Greater Manchester; C=GB","Nov  2 00:00:00 2018 GMT","Dec 31 23:59:59 2030 GMT","CA:TRUE, pathlen:0 critical","33:E4:E8:08:07:20:4C:2B:61:82:A3:A1:4B:59:1A:CD:25:B5:F0:DB"
"iitrust.lk","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","CN=USERTrust RSA Certification Authority; O=The USERTRUST Network; L=Jersey City; ST=New Jersey; C=US","Mar 12 00:00:00 2019 GMT","Dec 31 23:59:59 2028 GMT","CA:TRUE critical","D8:9E:3B:D4:3D:5D:90:9B:47:A1:89:77:AA:9D:5C:E3:6C:EE:18:4C"
"iitrust.link","CN=iitrust.link","CN=R3; O=Let's Encrypt; C=US","Feb 21 06:16:06 2022 GMT","May 22 06:16:05 2022 GMT","CA:FALSE critical","DE:F8:06:55:83:E9:F6:CD:F0:1F:09:66:87:3A:1C:22:B6:F8:BE:99"
"iitrust.link","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"iitrust.link","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"iitrust.online","CN=iitrust.ru; O=АО ""ИнфоТеКС Интернет Траст""; L=Москва; C=RU","CN=Russian Trusted Sub CA; O=The Ministry of Digital Development and Communications; C=RU","Mar 15 14:20:41 2022 GMT","Mar 15 14:20:41 2023 GMT","CA:FALSE","0A:1C:4B:68:67:2C:F4:18:7D:7B:B9:8E:36:30:59:25:B9:E2:02:C9"
"iitrust.info","CN=iitrust.ru; O=АО ""ИнфоТеКС Интернет Траст""; L=Москва; C=RU","CN=Russian Trusted Sub CA; O=The Ministry of Digital Development and Communications; C=RU","Mar 15 14:20:41 2022 GMT","Mar 15 14:20:41 2023 GMT","CA:FALSE","0A:1C:4B:68:67:2C:F4:18:7D:7B:B9:8E:36:30:59:25:B9:E2:02:C9"
"iitrust.site","CN=iitrust.ru; O=АО ""ИнфоТеКС Интернет Траст""; L=Москва; C=RU","CN=Russian Trusted Sub CA; O=The Ministry of Digital Development and Communications; C=RU","Mar 15 14:20:41 2022 GMT","Mar 15 14:20:41 2023 GMT","CA:FALSE","0A:1C:4B:68:67:2C:F4:18:7D:7B:B9:8E:36:30:59:25:B9:E2:02:C9"
"idpoint.ru","CN=idpoint.ru","CN=R3; O=Let's Encrypt; C=US","Jan 21 07:16:58 2022 GMT","Apr 21 07:16:57 2022 GMT","CA:FALSE critical","6E:8F:A4:33:F9:9D:DB:8B:3C:67:CF:DC:FE:DA:2F:20:ED:91:52:F9"
"idpoint.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"idpoint.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"investpay.ru","CN=investpay.ru; OU=Technical Support Department; O=PAO CHELYABINVESTBANK; L=Chelyabinsk; ST=Chelyabinsk oblast; C=RU; serialNumber=1027400001650; jurisdictionC=RU; businessCategory=Private Organization","CN=investpay.ru; OU=Technical Support Department; O=PAO CHELYABINVESTBANK; L=Chelyabinsk; ST=Chelyabinsk oblast; C=RU; serialNumber=1027400001650; jurisdictionC=RU; businessCategory=Private Organization","Mar 26 00:00:00 2020 GMT","May 25 12:00:00 2022 GMT","CA:FALSE","AB:75:8E:F2:B4:CE:94:EB:34:26:07:BA:26:B0:67:B2:2D:C4:5A:71"
"investpay.ru","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","5F:B7:EE:06:33:E2:59:DB:AD:0C:4C:9A:E6:D3:8F:1A:61:C7:DC:25"
"investpay.ru","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:22:57 2017 GMT","Nov  6 12:22:57 2027 GMT","CA:TRUE, pathlen:0 critical","9E:84:8F:52:57:5C:6B:1A:69:D6:AB:62:E0:28:8B:FA:D4:A5:56:4E"
"investpay.ru","CN=investpay.ru; OU=Technical Support Department; O=PAO CHELYABINVESTBANK; L=Chelyabinsk; ST=Chelyabinsk oblast; C=RU; serialNumber=1027400001650; jurisdictionC=RU; businessCategory=Private Organization","CN=investpay.ru; OU=Technical Support Department; O=PAO CHELYABINVESTBANK; L=Chelyabinsk; ST=Chelyabinsk oblast; C=RU; serialNumber=1027400001650; jurisdictionC=RU; businessCategory=Private Organization","Mar 26 00:00:00 2020 GMT","May 25 12:00:00 2022 GMT","CA:FALSE","AB:75:8E:F2:B4:CE:94:EB:34:26:07:BA:26:B0:67:B2:2D:C4:5A:71"
"investpay.ru","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert High Assurance EV Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","5F:B7:EE:06:33:E2:59:DB:AD:0C:4C:9A:E6:D3:8F:1A:61:C7:DC:25"
"investpay.ru","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte EV RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:22:57 2017 GMT","Nov  6 12:22:57 2027 GMT","CA:TRUE, pathlen:0 critical","9E:84:8F:52:57:5C:6B:1A:69:D6:AB:62:E0:28:8B:FA:D4:A5:56:4E"
"mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"xn--90anlfbebar6i.xn--p1ai","CN=xn--90anlfbebar6i.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Mar 11 14:45:31 2022 GMT","Jun  9 14:45:30 2022 GMT","CA:FALSE critical","2C:B8:15:4D:50:2C:D1:5C:87:EE:A2:DA:32:35:CA:6C:83:B2:07:9A"
"xn--90anlfbebar6i.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"xn--90anlfbebar6i.xn--p1ai","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"www.ar.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.ar.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.ar.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.archive.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.archive.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.archive.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.cabinet.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.cabinet.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.cabinet.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.contract.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.contract.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.contract.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.doc.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.doc.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.doc.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.economy.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.economy.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.economy.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.encyclopedia.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.encyclopedia.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.encyclopedia.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.eng.mil.ru","CN=*.mil.ru","CN=*.mil.ru","Mar 16 02:00:07 2022 GMT","Apr 17 02:00:06 2023 GMT","CA:FALSE","3F:FC:76:70:8F:C1:CA:0E:F5:BD:37:99:AC:F2:B5:7D:E0:E9:2F:8D"
"www.eng.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
